Mod:Item:MetaData, Localized Name
tconstruct:wide_guard:0, Apatite Wide Guard
tconstruct:wide_guard:0, Essence-Infused Wide Guard
tconstruct:wide_guard:0, Meaty Wide Guard
tconstruct:wide_guard:0, Slime Wide Guard
tconstruct:wide_guard:0, Pink Metal Wide Guard
tconstruct:wide_guard:0, Rubber Wide Guard
tconstruct:wide_guard:0, Advanced Alloy Wide Guard
tconstruct:wide_guard:0, Energium Wide Guard
tconstruct:wide_guard:0, Carbon Fiber Wide Guard
tconstruct:wide_guard:0, Iridium Wide Guard
tconstruct:wide_guard:0, UU-Metal Wide Guard
tconstruct:wide_guard:0, Osmium Wide Guard
tconstruct:wide_guard:0, Refined Obsidian Wide Guard
tconstruct:wide_guard:0, Refined Glowstone Wide Guard
tconstruct:wide_guard:0, HDPE Wide Guard
tconstruct:wide_guard:0, Dark Matter Wide Guard
tconstruct:wide_guard:0, Red Matter Wide Guard
tconstruct:wide_guard:0, Fluxed Electrum Wide Guard
tconstruct:wide_guard:0, Flux Crystal Wide Guard
tconstruct:wide_guard:0, Gelid Enderium Wide Guard
tconstruct:wide_guard:0, Gelid Gem Wide Guard
tconstruct:wide_guard:0, Thaumium Wide Guard
tconstruct:wide_guard:0, Void Metal Wide Guard
tconstruct:wide_guard:0, Primal Metal Wide Guard
tconstruct:wide_guard:0, Tin Wide Guard
tconstruct:wide_guard:0, Aluminium Wide Guard
tconstruct:wide_guard:0, Nickel Wide Guard
tconstruct:wide_guard:0, Platinum Wide Guard
tconstruct:wide_guard:0, Invar Wide Guard
tconstruct:wide_guard:0, Constantan Wide Guard
tconstruct:wide_guard:0, Signalum Wide Guard
tconstruct:wide_guard:0, Lumium Wide Guard
tconstruct:wide_guard:0, Enderium Wide Guard
tconstruct:wide_guard:0, Alumite Wide Guard
tconstruct:wide_guard:0, Osgloglas Wide Guard
tconstruct:wide_guard:0, Osmiridium Wide Guard
tconstruct:wide_guard:0, Titanium Wide Guard
tconstruct:wide_guard:0, Emerald Wide Guard
tconstruct:hand_guard:0, Fusewood Hand Guard
tconstruct:hand_guard:0, Darkwood Hand Guard
tconstruct:hand_guard:0, Bloodwood Hand Guard
tconstruct:hand_guard:0, Ghostwood Hand Guard
tconstruct:hand_guard:0, Electrical Hand Guard
tconstruct:hand_guard:0, Energetic Hand Guard
tconstruct:hand_guard:0, Vibrant Hand Guard
tconstruct:hand_guard:0, Red Hand Guard
tconstruct:hand_guard:0, Conductive Hand Guard
tconstruct:hand_guard:0, Pulsating Hand Guard
tconstruct:hand_guard:0, Dark Hand Guard
tconstruct:hand_guard:0, Souled Hand Guard
tconstruct:hand_guard:0, Hand Guard of the End
tconstruct:hand_guard:0, Fake-Iron Hand Guard
tconstruct:hand_guard:0, Wooden Hand Guard
tconstruct:hand_guard:0, Stone Hand Guard
tconstruct:hand_guard:0, Flint Hand Guard
tconstruct:hand_guard:0, Cactus Hand Guard
tconstruct:hand_guard:0, Bone Hand Guard
tconstruct:hand_guard:0, Obsidian Hand Guard
tconstruct:hand_guard:0, Prismarine Hand Guard
tconstruct:hand_guard:0, End Hand Guard
tconstruct:hand_guard:0, Paper Hand Guard
tconstruct:hand_guard:0, Sponge Hand Guard
tconstruct:hand_guard:0, Firewood Hand Guard
tconstruct:hand_guard:0, Iron Hand Guard
tconstruct:hand_guard:0, Pig Iron Hand Guard
tconstruct:hand_guard:0, Knightslime Hand Guard
tconstruct:hand_guard:0, Slime Hand Guard
tconstruct:hand_guard:0, Slime Hand Guard
tconstruct:hand_guard:0, Magma Slime Hand Guard
tconstruct:hand_guard:0, Netherrack Hand Guard
tconstruct:hand_guard:0, Cobalt Hand Guard
tconstruct:hand_guard:0, Ardite Hand Guard
tconstruct:hand_guard:0, Manyullyn Hand Guard
tconstruct:hand_guard:0, Copper Hand Guard
tconstruct:hand_guard:0, Bronze Hand Guard
tconstruct:hand_guard:0, Lead Hand Guard
tconstruct:hand_guard:0, Silver Hand Guard
tconstruct:hand_guard:0, Electrum Hand Guard
tconstruct:hand_guard:0, Steel Hand Guard
tconstruct:hand_guard:0, Magical Wooden Hand Guard
tconstruct:hand_guard:0, Evil Infused Hand Guard
tconstruct:hand_guard:0, Enchanted Hand Guard
tconstruct:hand_guard:0, Demonic Hand Guard
tconstruct:hand_guard:0, Prosperity Shard Hand Guard
tconstruct:hand_guard:0, Soulium Hand Guard
tconstruct:hand_guard:0, Base Essence Hand Guard
tconstruct:hand_guard:0, Inferium Hand Guard
tconstruct:hand_guard:0, Prudentium Hand Guard
tconstruct:hand_guard:0, Intermedium Hand Guard
tconstruct:hand_guard:0, Superium Hand Guard
tconstruct:hand_guard:0, Supremium Hand Guard
tconstruct:hand_guard:0, Boron Hand Guard
tconstruct:hand_guard:0, Tough Alloy Hand Guard
tconstruct:hand_guard:0, Hard Carbon Hand Guard
tconstruct:hand_guard:0, Boron Nitride Hand Guard
tconstruct:hand_guard:0, Thorium Hand Guard
tconstruct:hand_guard:0, Uranium Hand Guard
tconstruct:hand_guard:0, Magnesium Hand Guard
tconstruct:hand_guard:0, Chocolate Hand Guard
tconstruct:hand_guard:0, Black Quartz Hand Guard
tconstruct:hand_guard:0, Restonia Crystal Hand Guard
tconstruct:hand_guard:0, Palis Crystal Hand Guard
tconstruct:hand_guard:0, Diamatine Crystal Hand Guard
tconstruct:hand_guard:0, Void Crystal Hand Guard
tconstruct:hand_guard:0, Emeradic Crystal Hand Guard
tconstruct:hand_guard:0, Enori Crystal Hand Guard
tconstruct:hand_guard:0, Sunnarium Hand Guard
tconstruct:hand_guard:0, Sky Stone Hand Guard
tconstruct:hand_guard:0, Certus Quartz Hand Guard
tconstruct:hand_guard:0, Fluix Hand Guard
tconstruct:hand_guard:0, Fluix Steel Hand Guard
tconstruct:hand_guard:0, Aquamarine Hand Guard
tconstruct:hand_guard:0, Starmetal Hand Guard
tconstruct:hand_guard:0, Crystal Matrix Hand Guard
tconstruct:hand_guard:0, Neutronium Hand Guard
tconstruct:hand_guard:0, Infinity Hand Guard
tconstruct:hand_guard:0, Bound Hand Guard
tconstruct:hand_guard:0, Sentient Hand Guard
tconstruct:hand_guard:0, Livingrock Hand Guard
tconstruct:hand_guard:0, Livingwood Hand Guard
tconstruct:hand_guard:0, Dreamwood Hand Guard
tconstruct:hand_guard:0, Manasteel Hand Guard
tconstruct:hand_guard:0, Terrasteel Hand Guard
tconstruct:hand_guard:0, Elementium Hand Guard
tconstruct:hand_guard:0, Draconium Hand Guard
tconstruct:hand_guard:0, Wyvern Hand Guard
tconstruct:hand_guard:0, Draconic Hand Guard
tconstruct:hand_guard:0, Chaotic Hand Guard
tconstruct:hand_guard:0, Litherite Hand Guard
tconstruct:hand_guard:0, Erodium Hand Guard
tconstruct:hand_guard:0, Kyronite Hand Guard
tconstruct:hand_guard:0, Pladium Hand Guard
tconstruct:hand_guard:0, Ionite Hand Guard
tconstruct:hand_guard:0, Aethium Hand Guard
tconstruct:hand_guard:0, Lonsdaleite Hand Guard
tconstruct:hand_guard:0, Mica Hand Guard
tconstruct:hand_guard:0, Apatite Hand Guard
tconstruct:hand_guard:0, Essence-Infused Hand Guard
tconstruct:hand_guard:0, Meaty Hand Guard
tconstruct:hand_guard:0, Slime Hand Guard
tconstruct:hand_guard:0, Pink Metal Hand Guard
tconstruct:hand_guard:0, Rubber Hand Guard
tconstruct:hand_guard:0, Advanced Alloy Hand Guard
tconstruct:hand_guard:0, Energium Hand Guard
tconstruct:hand_guard:0, Carbon Fiber Hand Guard
tconstruct:hand_guard:0, Iridium Hand Guard
tconstruct:hand_guard:0, UU-Metal Hand Guard
tconstruct:hand_guard:0, Osmium Hand Guard
tconstruct:hand_guard:0, Refined Obsidian Hand Guard
tconstruct:hand_guard:0, Refined Glowstone Hand Guard
tconstruct:hand_guard:0, HDPE Hand Guard
tconstruct:hand_guard:0, Dark Matter Hand Guard
tconstruct:hand_guard:0, Red Matter Hand Guard
tconstruct:hand_guard:0, Fluxed Electrum Hand Guard
tconstruct:hand_guard:0, Flux Crystal Hand Guard
tconstruct:hand_guard:0, Gelid Enderium Hand Guard
tconstruct:hand_guard:0, Gelid Gem Hand Guard
tconstruct:hand_guard:0, Thaumium Hand Guard
tconstruct:hand_guard:0, Void Metal Hand Guard
tconstruct:hand_guard:0, Primal Metal Hand Guard
tconstruct:hand_guard:0, Tin Hand Guard
tconstruct:hand_guard:0, Aluminium Hand Guard
tconstruct:hand_guard:0, Nickel Hand Guard
tconstruct:hand_guard:0, Platinum Hand Guard
tconstruct:hand_guard:0, Invar Hand Guard
tconstruct:hand_guard:0, Constantan Hand Guard
tconstruct:hand_guard:0, Signalum Hand Guard
tconstruct:hand_guard:0, Lumium Hand Guard
tconstruct:hand_guard:0, Enderium Hand Guard
tconstruct:hand_guard:0, Alumite Hand Guard
tconstruct:hand_guard:0, Osgloglas Hand Guard
tconstruct:hand_guard:0, Osmiridium Hand Guard
tconstruct:hand_guard:0, Titanium Hand Guard
tconstruct:hand_guard:0, Emerald Hand Guard
tconstruct:cross_guard:0, Fusewood Cross Guard
tconstruct:cross_guard:0, Darkwood Cross Guard
tconstruct:cross_guard:0, Bloodwood Cross Guard
tconstruct:cross_guard:0, Ghostwood Cross Guard
tconstruct:cross_guard:0, Electrical Cross Guard
tconstruct:cross_guard:0, Energetic Cross Guard
tconstruct:cross_guard:0, Vibrant Cross Guard
tconstruct:cross_guard:0, Red Cross Guard
tconstruct:cross_guard:0, Conductive Cross Guard
tconstruct:cross_guard:0, Pulsating Cross Guard
tconstruct:cross_guard:0, Dark Cross Guard
tconstruct:cross_guard:0, Souled Cross Guard
tconstruct:cross_guard:0, Cross Guard of the End
tconstruct:cross_guard:0, Fake-Iron Cross Guard
tconstruct:cross_guard:0, Wooden Cross Guard
tconstruct:cross_guard:0, Stone Cross Guard
tconstruct:cross_guard:0, Flint Cross Guard
tconstruct:cross_guard:0, Cactus Cross Guard
tconstruct:cross_guard:0, Bone Cross Guard
tconstruct:cross_guard:0, Obsidian Cross Guard
tconstruct:cross_guard:0, Prismarine Cross Guard
tconstruct:cross_guard:0, End Cross Guard
tconstruct:cross_guard:0, Paper Cross Guard
tconstruct:cross_guard:0, Sponge Cross Guard
tconstruct:cross_guard:0, Firewood Cross Guard
tconstruct:cross_guard:0, Iron Cross Guard
tconstruct:cross_guard:0, Pig Iron Cross Guard
tconstruct:cross_guard:0, Knightslime Cross Guard
tconstruct:cross_guard:0, Slime Cross Guard
tconstruct:cross_guard:0, Slime Cross Guard
tconstruct:cross_guard:0, Magma Slime Cross Guard
tconstruct:cross_guard:0, Netherrack Cross Guard
tconstruct:cross_guard:0, Cobalt Cross Guard
tconstruct:cross_guard:0, Ardite Cross Guard
tconstruct:cross_guard:0, Manyullyn Cross Guard
tconstruct:cross_guard:0, Copper Cross Guard
tconstruct:cross_guard:0, Bronze Cross Guard
tconstruct:cross_guard:0, Lead Cross Guard
tconstruct:cross_guard:0, Silver Cross Guard
tconstruct:cross_guard:0, Electrum Cross Guard
tconstruct:cross_guard:0, Steel Cross Guard
tconstruct:cross_guard:0, Magical Wooden Cross Guard
tconstruct:cross_guard:0, Evil Infused Cross Guard
tconstruct:cross_guard:0, Enchanted Cross Guard
tconstruct:cross_guard:0, Demonic Cross Guard
tconstruct:cross_guard:0, Prosperity Shard Cross Guard
tconstruct:cross_guard:0, Soulium Cross Guard
tconstruct:cross_guard:0, Base Essence Cross Guard
tconstruct:cross_guard:0, Inferium Cross Guard
tconstruct:cross_guard:0, Prudentium Cross Guard
tconstruct:cross_guard:0, Intermedium Cross Guard
tconstruct:cross_guard:0, Superium Cross Guard
tconstruct:cross_guard:0, Supremium Cross Guard
tconstruct:cross_guard:0, Boron Cross Guard
tconstruct:cross_guard:0, Tough Alloy Cross Guard
tconstruct:cross_guard:0, Hard Carbon Cross Guard
tconstruct:cross_guard:0, Boron Nitride Cross Guard
tconstruct:cross_guard:0, Thorium Cross Guard
tconstruct:cross_guard:0, Uranium Cross Guard
tconstruct:cross_guard:0, Magnesium Cross Guard
tconstruct:cross_guard:0, Chocolate Cross Guard
tconstruct:cross_guard:0, Black Quartz Cross Guard
tconstruct:cross_guard:0, Restonia Crystal Cross Guard
tconstruct:cross_guard:0, Palis Crystal Cross Guard
tconstruct:cross_guard:0, Diamatine Crystal Cross Guard
tconstruct:cross_guard:0, Void Crystal Cross Guard
tconstruct:cross_guard:0, Emeradic Crystal Cross Guard
tconstruct:cross_guard:0, Enori Crystal Cross Guard
tconstruct:cross_guard:0, Sunnarium Cross Guard
tconstruct:cross_guard:0, Sky Stone Cross Guard
tconstruct:cross_guard:0, Certus Quartz Cross Guard
tconstruct:cross_guard:0, Fluix Cross Guard
tconstruct:cross_guard:0, Fluix Steel Cross Guard
tconstruct:cross_guard:0, Aquamarine Cross Guard
tconstruct:cross_guard:0, Starmetal Cross Guard
tconstruct:cross_guard:0, Crystal Matrix Cross Guard
tconstruct:cross_guard:0, Neutronium Cross Guard
tconstruct:cross_guard:0, Infinity Cross Guard
tconstruct:cross_guard:0, Bound Cross Guard
tconstruct:cross_guard:0, Sentient Cross Guard
tconstruct:cross_guard:0, Livingrock Cross Guard
tconstruct:cross_guard:0, Livingwood Cross Guard
tconstruct:cross_guard:0, Dreamwood Cross Guard
tconstruct:cross_guard:0, Manasteel Cross Guard
tconstruct:cross_guard:0, Terrasteel Cross Guard
tconstruct:cross_guard:0, Elementium Cross Guard
tconstruct:cross_guard:0, Draconium Cross Guard
tconstruct:cross_guard:0, Wyvern Cross Guard
tconstruct:cross_guard:0, Draconic Cross Guard
tconstruct:cross_guard:0, Chaotic Cross Guard
tconstruct:cross_guard:0, Litherite Cross Guard
tconstruct:cross_guard:0, Erodium Cross Guard
tconstruct:cross_guard:0, Kyronite Cross Guard
tconstruct:cross_guard:0, Pladium Cross Guard
tconstruct:cross_guard:0, Ionite Cross Guard
tconstruct:cross_guard:0, Aethium Cross Guard
tconstruct:cross_guard:0, Lonsdaleite Cross Guard
tconstruct:cross_guard:0, Mica Cross Guard
tconstruct:cross_guard:0, Apatite Cross Guard
tconstruct:cross_guard:0, Essence-Infused Cross Guard
tconstruct:cross_guard:0, Meaty Cross Guard
tconstruct:cross_guard:0, Slime Cross Guard
tconstruct:cross_guard:0, Pink Metal Cross Guard
tconstruct:cross_guard:0, Rubber Cross Guard
tconstruct:cross_guard:0, Advanced Alloy Cross Guard
tconstruct:cross_guard:0, Energium Cross Guard
tconstruct:cross_guard:0, Carbon Fiber Cross Guard
tconstruct:cross_guard:0, Iridium Cross Guard
tconstruct:cross_guard:0, UU-Metal Cross Guard
tconstruct:cross_guard:0, Osmium Cross Guard
tconstruct:cross_guard:0, Refined Obsidian Cross Guard
tconstruct:cross_guard:0, Refined Glowstone Cross Guard
tconstruct:cross_guard:0, HDPE Cross Guard
tconstruct:cross_guard:0, Dark Matter Cross Guard
tconstruct:cross_guard:0, Red Matter Cross Guard
tconstruct:cross_guard:0, Fluxed Electrum Cross Guard
tconstruct:cross_guard:0, Flux Crystal Cross Guard
tconstruct:cross_guard:0, Gelid Enderium Cross Guard
tconstruct:cross_guard:0, Gelid Gem Cross Guard
tconstruct:cross_guard:0, Thaumium Cross Guard
tconstruct:cross_guard:0, Void Metal Cross Guard
tconstruct:cross_guard:0, Primal Metal Cross Guard
tconstruct:cross_guard:0, Tin Cross Guard
tconstruct:cross_guard:0, Aluminium Cross Guard
tconstruct:cross_guard:0, Nickel Cross Guard
tconstruct:cross_guard:0, Platinum Cross Guard
tconstruct:cross_guard:0, Invar Cross Guard
tconstruct:cross_guard:0, Constantan Cross Guard
tconstruct:cross_guard:0, Signalum Cross Guard
tconstruct:cross_guard:0, Lumium Cross Guard
tconstruct:cross_guard:0, Enderium Cross Guard
tconstruct:cross_guard:0, Alumite Cross Guard
tconstruct:cross_guard:0, Osgloglas Cross Guard
tconstruct:cross_guard:0, Osmiridium Cross Guard
tconstruct:cross_guard:0, Titanium Cross Guard
tconstruct:cross_guard:0, Emerald Cross Guard
tconstruct:large_plate:0, Fusewood Large Plate
tconstruct:large_plate:0, Darkwood Large Plate
tconstruct:large_plate:0, Bloodwood Large Plate
tconstruct:large_plate:0, Ghostwood Large Plate
tconstruct:large_plate:0, Electrical Large Plate
tconstruct:large_plate:0, Energetic Large Plate
tconstruct:large_plate:0, Vibrant Large Plate
tconstruct:large_plate:0, Red Large Plate
tconstruct:large_plate:0, Conductive Large Plate
tconstruct:large_plate:0, Pulsating Large Plate
tconstruct:large_plate:0, Dark Large Plate
tconstruct:large_plate:0, Souled Large Plate
tconstruct:large_plate:0, Large Plate of the End
tconstruct:large_plate:0, Fake-Iron Large Plate
tconstruct:large_plate:0, Wooden Large Plate
tconstruct:large_plate:0, Stone Large Plate
tconstruct:large_plate:0, Flint Large Plate
tconstruct:large_plate:0, Cactus Large Plate
tconstruct:large_plate:0, Bone Large Plate
tconstruct:large_plate:0, Obsidian Large Plate
tconstruct:large_plate:0, Prismarine Large Plate
tconstruct:large_plate:0, End Large Plate
tconstruct:large_plate:0, Paper Large Plate
tconstruct:large_plate:0, Sponge Large Plate
tconstruct:large_plate:0, Firewood Large Plate
tconstruct:large_plate:0, Iron Large Plate
tconstruct:large_plate:0, Pig Iron Large Plate
tconstruct:large_plate:0, Knightslime Large Plate
tconstruct:large_plate:0, Slime Large Plate
tconstruct:large_plate:0, Slime Large Plate
tconstruct:large_plate:0, Magma Slime Large Plate
tconstruct:large_plate:0, Netherrack Large Plate
tconstruct:large_plate:0, Cobalt Large Plate
tconstruct:large_plate:0, Ardite Large Plate
tconstruct:large_plate:0, Manyullyn Large Plate
tconstruct:large_plate:0, Copper Large Plate
tconstruct:large_plate:0, Bronze Large Plate
tconstruct:large_plate:0, Lead Large Plate
tconstruct:large_plate:0, Silver Large Plate
tconstruct:large_plate:0, Electrum Large Plate
tconstruct:large_plate:0, Steel Large Plate
tconstruct:large_plate:0, Magical Wooden Large Plate
tconstruct:large_plate:0, Evil Infused Large Plate
tconstruct:large_plate:0, Enchanted Large Plate
tconstruct:large_plate:0, Demonic Large Plate
tconstruct:large_plate:0, Prosperity Shard Large Plate
tconstruct:large_plate:0, Soulium Large Plate
tconstruct:large_plate:0, Base Essence Large Plate
tconstruct:large_plate:0, Inferium Large Plate
tconstruct:large_plate:0, Prudentium Large Plate
tconstruct:large_plate:0, Intermedium Large Plate
tconstruct:large_plate:0, Superium Large Plate
tconstruct:large_plate:0, Supremium Large Plate
tconstruct:large_plate:0, Boron Large Plate
tconstruct:large_plate:0, Tough Alloy Large Plate
tconstruct:large_plate:0, Hard Carbon Large Plate
tconstruct:large_plate:0, Boron Nitride Large Plate
tconstruct:large_plate:0, Thorium Large Plate
tconstruct:large_plate:0, Uranium Large Plate
tconstruct:large_plate:0, Magnesium Large Plate
tconstruct:large_plate:0, Chocolate Large Plate
tconstruct:large_plate:0, Black Quartz Large Plate
tconstruct:large_plate:0, Restonia Crystal Large Plate
tconstruct:large_plate:0, Palis Crystal Large Plate
tconstruct:large_plate:0, Diamatine Crystal Large Plate
tconstruct:large_plate:0, Void Crystal Large Plate
tconstruct:large_plate:0, Emeradic Crystal Large Plate
tconstruct:large_plate:0, Enori Crystal Large Plate
tconstruct:large_plate:0, Sunnarium Large Plate
tconstruct:large_plate:0, Sky Stone Large Plate
tconstruct:large_plate:0, Certus Quartz Large Plate
tconstruct:large_plate:0, Fluix Large Plate
tconstruct:large_plate:0, Fluix Steel Large Plate
tconstruct:large_plate:0, Aquamarine Large Plate
tconstruct:large_plate:0, Starmetal Large Plate
tconstruct:large_plate:0, Crystal Matrix Large Plate
tconstruct:large_plate:0, Neutronium Large Plate
tconstruct:large_plate:0, Infinity Large Plate
tconstruct:large_plate:0, Bound Large Plate
tconstruct:large_plate:0, Sentient Large Plate
tconstruct:large_plate:0, Livingrock Large Plate
tconstruct:large_plate:0, Livingwood Large Plate
tconstruct:large_plate:0, Dreamwood Large Plate
tconstruct:large_plate:0, Manasteel Large Plate
tconstruct:large_plate:0, Terrasteel Large Plate
tconstruct:large_plate:0, Elementium Large Plate
tconstruct:large_plate:0, Draconium Large Plate
tconstruct:large_plate:0, Wyvern Large Plate
tconstruct:large_plate:0, Draconic Large Plate
tconstruct:large_plate:0, Chaotic Large Plate
tconstruct:large_plate:0, Litherite Large Plate
tconstruct:large_plate:0, Erodium Large Plate
tconstruct:large_plate:0, Kyronite Large Plate
tconstruct:large_plate:0, Pladium Large Plate
tconstruct:large_plate:0, Ionite Large Plate
tconstruct:large_plate:0, Aethium Large Plate
tconstruct:large_plate:0, Lonsdaleite Large Plate
tconstruct:large_plate:0, Mica Large Plate
tconstruct:large_plate:0, Apatite Large Plate
tconstruct:large_plate:0, Essence-Infused Large Plate
tconstruct:large_plate:0, Meaty Large Plate
tconstruct:large_plate:0, Slime Large Plate
tconstruct:large_plate:0, Pink Metal Large Plate
tconstruct:large_plate:0, Rubber Large Plate
tconstruct:large_plate:0, Advanced Alloy Large Plate
tconstruct:large_plate:0, Energium Large Plate
tconstruct:large_plate:0, Carbon Fiber Large Plate
tconstruct:large_plate:0, Iridium Large Plate
tconstruct:large_plate:0, UU-Metal Large Plate
tconstruct:large_plate:0, Osmium Large Plate
tconstruct:large_plate:0, Refined Obsidian Large Plate
tconstruct:large_plate:0, Refined Glowstone Large Plate
tconstruct:large_plate:0, HDPE Large Plate
tconstruct:large_plate:0, Dark Matter Large Plate
tconstruct:large_plate:0, Red Matter Large Plate
tconstruct:large_plate:0, Fluxed Electrum Large Plate
tconstruct:large_plate:0, Flux Crystal Large Plate
tconstruct:large_plate:0, Gelid Enderium Large Plate
tconstruct:large_plate:0, Gelid Gem Large Plate
tconstruct:large_plate:0, Thaumium Large Plate
tconstruct:large_plate:0, Void Metal Large Plate
tconstruct:large_plate:0, Primal Metal Large Plate
tconstruct:large_plate:0, Tin Large Plate
tconstruct:large_plate:0, Aluminium Large Plate
tconstruct:large_plate:0, Nickel Large Plate
tconstruct:large_plate:0, Platinum Large Plate
tconstruct:large_plate:0, Invar Large Plate
tconstruct:large_plate:0, Constantan Large Plate
tconstruct:large_plate:0, Signalum Large Plate
tconstruct:large_plate:0, Lumium Large Plate
tconstruct:large_plate:0, Enderium Large Plate
tconstruct:large_plate:0, Alumite Large Plate
tconstruct:large_plate:0, Osgloglas Large Plate
tconstruct:large_plate:0, Osmiridium Large Plate
tconstruct:large_plate:0, Titanium Large Plate
tconstruct:large_plate:0, Emerald Large Plate
tconstruct:knife_blade:0, Fusewood Knife Blade
tconstruct:knife_blade:0, Darkwood Knife Blade
tconstruct:knife_blade:0, Bloodwood Knife Blade
tconstruct:knife_blade:0, Ghostwood Knife Blade
tconstruct:knife_blade:0, Electrical Knife Blade
tconstruct:knife_blade:0, Energetic Knife Blade
tconstruct:knife_blade:0, Vibrant Knife Blade
tconstruct:knife_blade:0, Red Knife Blade
tconstruct:knife_blade:0, Conductive Knife Blade
tconstruct:knife_blade:0, Pulsating Knife Blade
tconstruct:knife_blade:0, Dark Knife Blade
tconstruct:knife_blade:0, Souled Knife Blade
tconstruct:knife_blade:0, Knife Blade of the End
tconstruct:knife_blade:0, Fake-Iron Knife Blade
tconstruct:knife_blade:0, Wooden Knife Blade
tconstruct:knife_blade:0, Stone Knife Blade
tconstruct:knife_blade:0, Flint Knife Blade
tconstruct:knife_blade:0, Cactus Knife Blade
tconstruct:knife_blade:0, Bone Knife Blade
tconstruct:knife_blade:0, Obsidian Knife Blade
tconstruct:knife_blade:0, Prismarine Knife Blade
tconstruct:knife_blade:0, End Knife Blade
tconstruct:knife_blade:0, Paper Knife Blade
tconstruct:knife_blade:0, Sponge Knife Blade
tconstruct:knife_blade:0, Firewood Knife Blade
tconstruct:knife_blade:0, Iron Knife Blade
tconstruct:knife_blade:0, Pig Iron Knife Blade
tconstruct:knife_blade:0, Knightslime Knife Blade
tconstruct:knife_blade:0, Slime Knife Blade
tconstruct:knife_blade:0, Slime Knife Blade
tconstruct:knife_blade:0, Magma Slime Knife Blade
tconstruct:knife_blade:0, Netherrack Knife Blade
tconstruct:knife_blade:0, Cobalt Knife Blade
tconstruct:knife_blade:0, Ardite Knife Blade
tconstruct:knife_blade:0, Manyullyn Knife Blade
tconstruct:knife_blade:0, Copper Knife Blade
tconstruct:knife_blade:0, Bronze Knife Blade
tconstruct:knife_blade:0, Lead Knife Blade
tconstruct:knife_blade:0, Silver Knife Blade
tconstruct:knife_blade:0, Electrum Knife Blade
tconstruct:knife_blade:0, Steel Knife Blade
tconstruct:knife_blade:0, Magical Wooden Knife Blade
tconstruct:knife_blade:0, Evil Infused Knife Blade
tconstruct:knife_blade:0, Enchanted Knife Blade
tconstruct:knife_blade:0, Demonic Knife Blade
tconstruct:knife_blade:0, Prosperity Shard Knife Blade
tconstruct:knife_blade:0, Soulium Knife Blade
tconstruct:knife_blade:0, Base Essence Knife Blade
tconstruct:knife_blade:0, Inferium Knife Blade
tconstruct:knife_blade:0, Prudentium Knife Blade
tconstruct:knife_blade:0, Intermedium Knife Blade
tconstruct:knife_blade:0, Superium Knife Blade
tconstruct:knife_blade:0, Supremium Knife Blade
tconstruct:knife_blade:0, Boron Knife Blade
tconstruct:knife_blade:0, Tough Alloy Knife Blade
tconstruct:knife_blade:0, Hard Carbon Knife Blade
tconstruct:knife_blade:0, Boron Nitride Knife Blade
tconstruct:knife_blade:0, Thorium Knife Blade
tconstruct:knife_blade:0, Uranium Knife Blade
tconstruct:knife_blade:0, Magnesium Knife Blade
tconstruct:knife_blade:0, Chocolate Knife Blade
tconstruct:knife_blade:0, Black Quartz Knife Blade
tconstruct:knife_blade:0, Restonia Crystal Knife Blade
tconstruct:knife_blade:0, Palis Crystal Knife Blade
tconstruct:knife_blade:0, Diamatine Crystal Knife Blade
tconstruct:knife_blade:0, Void Crystal Knife Blade
tconstruct:knife_blade:0, Emeradic Crystal Knife Blade
tconstruct:knife_blade:0, Enori Crystal Knife Blade
tconstruct:knife_blade:0, Sunnarium Knife Blade
tconstruct:knife_blade:0, Sky Stone Knife Blade
tconstruct:knife_blade:0, Certus Quartz Knife Blade
tconstruct:knife_blade:0, Fluix Knife Blade
tconstruct:knife_blade:0, Fluix Steel Knife Blade
tconstruct:knife_blade:0, Aquamarine Knife Blade
tconstruct:knife_blade:0, Starmetal Knife Blade
tconstruct:knife_blade:0, Crystal Matrix Knife Blade
tconstruct:knife_blade:0, Neutronium Knife Blade
tconstruct:knife_blade:0, Infinity Knife Blade
tconstruct:knife_blade:0, Bound Knife Blade
tconstruct:knife_blade:0, Sentient Knife Blade
tconstruct:knife_blade:0, Livingrock Knife Blade
tconstruct:knife_blade:0, Livingwood Knife Blade
tconstruct:knife_blade:0, Dreamwood Knife Blade
tconstruct:knife_blade:0, Manasteel Knife Blade
tconstruct:knife_blade:0, Terrasteel Knife Blade
tconstruct:knife_blade:0, Elementium Knife Blade
tconstruct:knife_blade:0, Draconium Knife Blade
tconstruct:knife_blade:0, Wyvern Knife Blade
tconstruct:knife_blade:0, Draconic Knife Blade
tconstruct:knife_blade:0, Chaotic Knife Blade
tconstruct:knife_blade:0, Litherite Knife Blade
tconstruct:knife_blade:0, Erodium Knife Blade
tconstruct:knife_blade:0, Kyronite Knife Blade
tconstruct:knife_blade:0, Pladium Knife Blade
tconstruct:knife_blade:0, Ionite Knife Blade
tconstruct:knife_blade:0, Aethium Knife Blade
tconstruct:knife_blade:0, Lonsdaleite Knife Blade
tconstruct:knife_blade:0, Mica Knife Blade
tconstruct:knife_blade:0, Apatite Knife Blade
tconstruct:knife_blade:0, Essence-Infused Knife Blade
tconstruct:knife_blade:0, Meaty Knife Blade
tconstruct:knife_blade:0, Slime Knife Blade
tconstruct:knife_blade:0, Pink Metal Knife Blade
tconstruct:knife_blade:0, Rubber Knife Blade
